Event #0 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
 74.219   480.2  74.219   467.9
 74.414   471.8  74.414   456.5
 74.609   453.2  74.609   427.6
 74.805   436.6  74.805   410.3
 75.000   399.7  75.000   362.2
 75.195   371.4  75.195   335.2
 75.391   315.8  75.391   269.2
 75.586   280.6  75.586   235.6
 75.781   206.6  75.781   154.1
 75.977   161.0  75.977   111.0
 76.172    96.9  76.172    34.5
 76.367    42.1  76.367   -10.6
 76.562   -39.1  76.562   -95.5
 76.758   -84.5  76.758  -136.1
 76.953  -160.1  76.953  -219.1
 77.148  -207.7  77.148  -252.7
 77.344  -273.9  77.344  -320.2
 77.539  -323.0  77.539  -357.6
 77.734  -362.5  77.734  -399.6
 77.930  -405.2  77.930  -430.4
 78.125  -439.8  78.125  -464.5
 78.320  -464.8  78.320  -484.3
 78.516  -488.9  78.516  -499.9
 78.711  -499.9  78.711  -499.9
 78.906  -499.9  78.906  -499.9
 79.102  -499.9  79.102  -499.9
 79.297  -499.9  79.297  -495.7
 79.492  -497.8  79.492  -474.0
 79.688  -471.9  79.688  -443.3
 79.883  -448.2  79.883  -416.7
 80.078  -401.0  80.078  -363.1
 80.273  -366.1  80.273  -321.1
 80.469  -298.2  80.469  -247.4
 80.664  -252.8  80.664  -197.7
 80.859  -190.3  80.859  -132.1
 81.055  -136.4  81.055   -80.5
 81.250   -51.1  81.250    -2.2
 81.445   -17.9  81.445    40.1
 81.641    65.3  81.641   120.0
 81.836   109.7  81.836   165.1
 82.031   190.8  82.031   235.8
 82.227   227.4  82.227   261.9
 82.422   285.2  82.422   323.5
 82.617   329.2  82.617   363.6
 82.812   382.2  82.812   403.1
 83.008   405.7  83.008   422.2
 83.203   437.9  83.203   449.2
 83.398   452.6  83.398   461.1
 83.594   473.1  83.594   475.9
 83.789   478.2  83.789   477.5
 83.984   484.3  83.984   476.9
 84.180   479.9  84.180   469.3
 84.375   469.9  84.375   450.7
 84.570   455.6  84.570   432.6
 84.766   430.2  84.766   398.9
 84.961   403.3  84.961   367.9
 85.156   356.3  85.156   313.9
 85.352   329.3  85.352   283.7
 85.547   267.5  85.547   209.5
 85.742   221.1  85.742   169.0
 85.938   144.3  85.938    90.7
 86.133   103.7  86.133    48.7
 86.328    32.4  86.328   -21.8
 86.523   -14.1  86.523   -68.5
 86.719   -89.2  86.719  -151.1
 86.914  -140.5  86.914  -192.5
 87.109  -213.0  87.109  -263.9
 87.305  -267.9  87.305  -303.5
 87.500  -331.4  87.500  -366.9
 87.695  -353.1  87.695  -387.5
 87.891  -403.3  87.891  -434.8
 88.086  -435.0  88.086  -457.6
 88.281  -464.8  88.281  -484.2
 88.477  -491.2  88.477  -499.9
 88.672  -499.9  88.672  -499.9
 88.867  -499.9  88.867  -499.9
 89.062  -499.9  89.062  -499.9
 89.258  -499.9  89.258  -499.8
 89.453  -496.8  89.453  -476.5
 89.648  -482.2  89.648  -453.9
 89.844  -445.0  89.844  -410.8
 90.039  -413.1  90.039  -370.7
 90.234  -356.8  90.234  -309.9
 90.430  -318.3  90.430  -266.7
 90.625  -246.1  90.625  -194.5
 90.820  -207.2  90.820  -150.3
 91.016  -137.3  91.016   -79.6
 91.211   -87.1  91.211   -32.2
 91.406     5.6  91.406    53.8
 91.602    51.4  91.602    97.6
 91.797   119.9  91.797   165.4
 91.992   165.8  91.992   211.4
 92.188   233.9  92.188   271.9
 92.383   268.1  92.383   304.9
 92.578   327.8  92.578   356.2
 92.773   360.1  92.773   386.0
 92.969   397.2  92.969   418.4
 93.164   419.7  93.164   439.7
 93.359   454.7  93.359   464.8
 93.555   468.7  93.555   471.9
 93.750   482.3  93.750   479.7
 93.945   482.4  93.945   477.8
 94.141   482.1  94.141   469.8
 94.336   471.0  94.336   455.6
 94.531   457.7  94.531   434.9
 94.727   438.3  94.727   413.3
 94.922   404.0  94.922   368.1
 95.117   373.7  95.117   336.4
 95.312   322.6  95.312   276.7
 95.508   279.1  95.508   231.8
 95.703   222.2  95.703   167.1
 95.898   175.6  95.898   120.3
 96.094    96.2  96.094    41.8
 96.289    53.7  96.289    -9.0
 96.484   -21.1  96.484   -80.2
 96.680   -79.1  96.680  -126.3
 96.875  -152.9  96.875  -207.6
 97.070  -188.3  97.070  -237.7
 97.266  -253.8  97.266  -304.3
 97.461  -305.7  97.461  -344.8
 97.656  -361.0  97.656  -402.3
 97.852  -399.8  97.852  -427.5
 98.047  -439.3  98.047  -469.0
 98.242  -463.5  98.242  -480.0
 98.438  -490.1  98.438  -499.9
 98.633  -499.9  98.633  -499.9
 98.828  -499.9  98.828  -499.9
 99.023  -499.9  99.023  -499.9
 99.219  -499.9  99.219  -493.3
 99.414  -499.9  99.414  -481.3
 99.609  -472.8  99.609  -445.7
 99.805  -445.2  99.805  -409.4
100.000  -402.6 100.000  -362.7
100.195  -373.3 100.195  -332.2
100.391  -310.2 100.391  -264.8
100.586  -266.2 100.586  -212.2
100.781  -193.1 100.781  -143.5
100.977  -148.4 100.977   -92.9
101.172   -62.3 101.172    -7.7
101.367   -21.8 101.367    26.7
101.562    60.2 101.562   114.5
101.758   105.1 101.758   149.3
101.953   172.9 101.953   216.0
102.148   212.5 102.148   255.2
102.344   289.0 102.344   321.5
102.539   311.3 102.539   343.7
102.734   367.6 102.734   396.8
102.930   400.2 102.930   413.7
103.125   434.2 103.125   445.4
103.320   449.5 103.320   459.3
103.516   470.2 103.516   473.7
103.711   478.4 103.711   477.8
103.906   483.8 103.906   476.6
104.102   480.2 104.102   470.5
104.297   470.7 104.297   454.9
104.492   455.9 104.492   436.3
104.688   428.5 104.688   396.5
104.883   411.8 104.883   377.9
105.078   372.4 105.078   331.4
105.273   333.0 105.273   291.2
105.469   279.9 105.469   228.1
105.664   236.3 105.664   182.2
105.859   170.4 105.859   114.8
106.055   125.4 106.055    66.0
106.250    46.6 106.250    -8.5
106.445     4.9 106.445   -54.4
106.641   -77.1 106.641  -139.8
106.836  -135.6 106.836  -183.6
107.031  -198.0 107.031  -248.1
107.227  -247.8 107.227  -291.1
107.422  -313.4 107.422  -353.9
107.617  -351.3 107.617  -386.2
107.812  -399.4 107.812  -432.5
108.008  -426.6 108.008  -450.1
108.203  -463.2 108.203  -486.4
108.398  -484.4 108.398  -498.8
108.594  -499.9 108.594  -499.9
108.789  -499.9 108.789  -499.9
108.984  -499.9 108.984  -499.9
109.180  -499.9 109.180  -498.1
109.375  -498.0 109.375  -478.4
109.570  -486.0 109.570  -459.3
109.766  -449.0 109.766  -415.7
109.961  -420.9 109.961  -383.1
110.156  -361.9 110.156  -315.0
110.352  -331.0 110.352  -282.5
110.547  -266.1 110.547  -215.7
110.742  -220.2 110.742  -167.0
110.938  -151.1 110.938   -97.4
111.133   -97.3 111.133   -48.6
111.328   -19.2 111.328    34.6
111.523    41.0 111.523    94.9
111.719   112.1 111.719   159.7
111.914   155.0 111.914   203.0
112.109   227.1 112.109   269.3
112.305   270.9 112.305   304.1
112.500   318.5 112.500   350.8
112.695   348.8 112.695   376.8
112.891   390.6 112.891   411.7
113.086   413.2 113.086   431.3
113.281   447.0 113.281   456.8
113.477   459.3 113.477   468.4
113.672   476.3 113.672   477.5
113.867   481.7 113.867   477.6
114.062   480.9 114.062   469.0
114.258   475.6 114.258   461.9
114.453   461.6 114.453   437.4
114.648   444.1 114.648   417.7
114.844   412.3 114.844   376.5
115.039   379.9 115.039   342.2
115.234   330.9 115.234   285.5
115.430   289.6 115.430   244.2
115.625   239.9 115.625   184.0
115.820   185.5 115.820   134.2
116.016   116.6 116.016    53.9
116.211    64.2 116.211    13.6
116.406    -6.8 116.406   -67.0
116.602   -60.3 116.602  -111.1
116.797  -133.8 116.797  -193.0
116.992  -183.3 116.992  -231.9
117.188  -258.3 117.188  -304.6
117.383  -297.0 117.383  -337.3
117.578  -346.0 117.578  -391.1
117.773  -386.9 117.773  -416.5
117.969  -425.6 117.969  -457.8
118.164  -456.5 118.164  -475.3
118.359  -485.3 118.359  -499.9
118.555  -498.6 118.555  -499.9
118.750  -499.9 118.750  -499.9
118.945  -499.9 118.945  -499.9
119.141  -499.9 119.141  -499.9
119.336  -499.9 119.336  -485.3
119.531  -483.4 119.531  -455.6
119.727  -464.4 119.727  -434.4
119.922  -417.8 119.922  -379.1
120.117  -386.5 120.117  -347.5
120.312  -320.1 120.312  -276.5
120.508  -286.6 120.508  -236.8
120.703  -218.8 120.703  -160.7
120.898  -166.9 120.898  -117.3
121.094   -85.6 121.094   -35.9
121.289   -42.0 121.289     8.6
121.484    40.1 121.484    94.3
121.680    95.9 121.680   142.4
121.875   164.1 121.875   205.1
122.070   198.3 122.070   243.0
122.266   269.9 122.266   313.3
122.461   309.5 122.461   344.6
122.656   355.8 122.656   380.9
122.852   382.0 122.852   405.3
123.047   421.4 123.047   439.0
123.242   445.0 123.242   455.8
123.438   463.5 123.438   469.8
123.633   472.3 123.633   474.4
123.828   479.7 123.828   477.2
124.023   481.4 124.023   473.2
124.219   475.8 124.219   459.8
124.414   464.0 124.414   444.8
124.609   440.0 124.609   410.2
124.805   421.2 124.805   389.8
125.000   378.2 125.000   335.5
125.195   345.4 125.195   304.5
125.391   295.4 125.391   243.8
125.586   243.9 125.586   196.3
125.781   180.8 125.781   122.7
125.977   135.9 125.977    84.2
126.172    53.0 126.172    -2.6
126.367    -0.3 126.367   -50.9
126.562   -76.7 126.562  -134.0
126.758  -117.5 126.758  -169.4
126.953  -181.4 126.953  -237.0
127.148  -234.5 127.148  -285.4
127.344  -302.7 127.344  -346.3
127.539  -339.0 127.539  -375.7
127.734  -384.1 127.734  -423.3
127.930  -417.8 127.930  -446.7
128.125  -458.8 128.125  -480.3
128.320  -480.5 128.320  -495.7
128.516  -499.9 128.516  -499.9
128.711  -499.9 128.711  -499.9
128.906  -499.9 128.906  -499.9
129.102  -499.9 129.102  -499.9
129.297  -499.9 129.297  -487.2
129.492  -491.6 129.492  -464.1
129.688  -457.9 129.688  -426.9
129.883  -437.5 129.883  -400.7
130.078  -381.8 130.078  -341.9
130.273  -338.7 130.273  -291.2
130.469  -275.9 130.469  -223.1
130.664  -236.2 130.664  -186.2
130.859  -165.9 130.859  -107.9
131.055  -100.7 131.055   -49.5
131.250   -32.4 131.250    21.9
131.445    17.2 131.445    68.7
131.641    88.6 131.641   146.6
131.836   147.8 131.836   192.1
132.031   206.1 132.031   244.1
132.227   245.4 132.227   283.7
132.422   310.1 132.422   338.3
132.617   343.5 132.617   368.8
132.812   387.9 132.812   409.5
133.008   408.3 133.008   425.8
133.203   440.6 133.203   454.5
133.398   457.4 133.398   466.0
133.594   475.7 133.594   476.3
133.789   480.6 133.789   478.6
133.984   483.0 133.984   473.0
134.180   478.3 134.180   465.6
134.375   465.4 134.375   444.4
134.570   451.4 134.570   427.6
134.766   420.6 134.766   388.0
134.961   393.1 134.961   358.2
135.156   345.5 135.156   296.6
135.352   309.1 135.352   267.6
135.547   251.5 135.547   196.0
135.742   207.1 135.742   155.4
135.938   127.5 135.938    70.9
136.133    91.2 136.133    36.9
136.328    20.3 136.328   -37.2
136.523   -38.1 136.523   -92.2
136.719  -114.0 136.719  -165.9
136.914  -156.5 136.914  -206.6
137.109  -225.2 137.109  -276.4
137.305  -272.6 137.305  -314.0
137.500  -330.4 137.500  -366.8
137.695  -363.9 137.695  -401.5
137.891  -415.9 137.891  -441.4
138.086  -444.7 138.086  -462.5
138.281  -473.8 138.281  -490.9
138.477  -488.8 138.477  -499.1
138.672  -499.9 138.672  -499.9
138.867  -499.9 138.867  -499.9
139.062  -499.9 139.062  -499.9
139.258  -499.9 139.258  -497.5
139.453  -490.7 139.453  -468.9
139.648  -473.8 139.648  -443.7
139.844  -432.4 139.844  -396.0
140.039  -404.3 140.039  -360.3
140.234  -344.8 140.234  -301.8
140.430  -316.0 140.430  -268.2
140.625  -242.0 140.625  -188.3
140.820  -206.5 140.820  -153.5
141.016  -126.4 141.016   -69.4
141.211   -71.5 141.211   -17.6
141.406     5.5 141.406    55.2
141.602    44.8 141.602    94.2
141.797   124.5 141.797   176.9
141.992   173.9 141.992   219.9
142.188   236.5 142.188   275.1
142.383   280.1 142.383   311.4
142.578   331.1 142.578   362.1
142.773   361.4 142.773   382.9
142.969   407.4 142.969   423.5
143.164   423.0 143.164   437.1
143.359   459.8 143.359   465.5
143.555   469.1 143.555   473.2
143.750   480.6 143.750   479.8
143.945   482.3 143.945   478.2
144.141   481.8 144.141   469.4
144.336   472.6 144.336   456.4
144.531   459.9 144.531   437.1
144.727   442.0 144.727   415.2
144.922   409.3 144.922   373.5
145.117   379.1 145.117   339.9
145.312   323.9 145.312   277.7
145.508   296.0 145.508   249.6
145.703   230.9 145.703   179.0
145.898   186.8 145.898   132.9
146.094   105.3 146.094    51.4
146.289    71.8 146.289    14.6
146.484   -16.0 146.484   -73.1
146.680   -64.8 146.680  -123.2
146.875  -129.2 146.875  -178.4
147.070  -175.6 147.070  -222.3
147.266  -248.5 147.266  -293.8
147.461  -282.9 147.461  -323.9
147.656  -342.6 147.656  -388.4
147.852  -385.8 147.852  -416.1
148.047  -425.7 148.047  -450.9
148.242  -450.5 148.242  -471.5
148.438  -477.0 148.438  -497.0
148.633  -499.9 148.633  -499.9
148.828  -499.9 148.828  -499.9
149.023  -499.9 149.023  -499.9
149.219  -499.9 149.219  -499.9
149.414  -499.9 149.414  -490.1
149.609  -485.5 149.609  -463.8
149.805  -466.7 149.805  -435.2
150.000  -427.1 150.000  -392.7
150.195  -402.0 150.195  -360.7
150.391  -351.5 150.391  -308.9
150.586  -314.9 150.586  -263.5
150.781  -238.4 150.781  -182.5
150.977  -198.1 150.977  -145.3
151.172  -108.2 151.172   -49.1
151.367   -31.5 151.367    20.3
151.562    23.2 151.562    78.8
151.758    60.7 151.758   112.4
151.953   124.5 151.953   177.0
152.148   175.9 152.148   221.9
152.344   255.2 152.344   290.0
152.539   284.1 152.539   320.7
152.734   348.4 152.734   375.6
152.930   372.9 152.930   396.3
153.125   431.6 153.125   443.8
153.320   433.0 153.320   443.7
153.516   464.2 153.516   469.7
153.711   471.5 153.711   476.5
153.906   482.1 153.906   476.9
154.102   480.7 154.102   475.2
154.297   475.5 154.297   462.3
154.492   466.5 154.492   452.5
154.688   447.0 154.688   421.9
154.883   432.4 154.883   405.8
155.078   395.1 155.078   357.9
155.273   367.3 155.273   326.1
155.469   308.2 155.469   257.2
155.664   281.9 155.664   237.7
155.859   217.6 155.859   160.1
156.055   196.4 156.055   144.0
156.250   108.5 156.250    50.9
156.445    70.5 156.445    19.7
156.641   -24.1 156.641   -80.1
156.836   -59.1 156.836  -108.5
157.031  -137.3 157.031  -190.0
157.227  -180.0 157.227  -227.9
157.422  -268.4 157.422  -310.4
157.617  -287.6 157.617  -330.7
157.812  -357.2 157.812  -395.6
158.008  -385.6 158.008  -417.2
158.203  -436.2 158.203  -460.8
158.398  -451.6 158.398  -475.2
158.594  -481.7 158.594  -496.6
158.789  -499.8 158.789  -499.9
158.984  -499.9 158.984  -499.9
159.180  -499.9 159.180  -499.9
159.375  -499.9 159.375  -499.7
159.570  -499.9 159.570  -487.1
159.766  -479.6 159.766  -454.2
159.961  -463.2 159.961  -432.9
160.156  -419.2 160.156  -380.4
160.352  -384.8 160.352  -339.1
160.547  -326.3 160.547  -277.8
160.742  -290.3 160.742  -242.6
160.938  -210.8 160.938  -157.7
161.133  -159.0 161.133  -107.8
161.328   -91.7 161.328   -32.5
161.523   -46.6 161.523    -0.6
161.719    43.9 161.719    93.5
161.914    84.8 161.914   136.2
162.109   160.9 162.109   210.2
162.305   199.5 162.305   237.5
162.500   260.3 162.500   302.1
162.695   302.9 162.695   334.7
162.891   363.7 162.891   387.1
163.086   387.0 163.086   406.2
163.281   427.9 163.281   441.7
163.477   446.5 163.477   455.0
163.672   464.3 163.672   471.2
163.867   472.6 163.867   476.4
164.062   480.6 164.062   475.9
164.258   479.8 164.258   471.1
164.453   470.8 164.453   452.0
164.648   466.1 164.648   446.3
164.844   441.0 164.844   412.4
165.039   418.8 165.039   387.1
165.234   372.9 165.234   335.3
165.430   355.1 165.430   313.9
165.625   293.3 165.625   237.8
165.820   247.8 165.820   199.9
166.016   180.0 166.016   122.8
166.211   151.0 166.211    93.6
166.406    61.7 166.406     4.2
166.602    13.9 166.602   -38.3
166.797   -81.8 166.797  -137.1
166.992  -104.6 166.992  -155.7
167.188  -185.7 167.188  -238.1
167.383  -228.8 167.383  -273.5
167.578  -300.8 167.578  -341.2
167.773  -327.0 167.773  -365.0
167.969  -385.1 167.969  -416.8
168.164  -409.2 168.164  -438.8
168.359  -463.2 168.359  -483.0
168.555  -470.4 168.555  -488.7
168.750  -493.6 168.750  -499.9
168.945  -499.9 168.945  -499.9
169.141  -499.9 169.141  -499.9
169.336  -499.9 169.336  -499.9
169.531  -499.9 169.531  -484.6
169.727  -488.1 169.727  -462.3
169.922  -451.6 169.922  -417.7
170.117  -429.1 170.117  -393.1
170.312  -381.3 170.312  -338.7
170.508  -343.8 170.508  -300.3
170.703  -268.6 170.703  -216.4
170.898  -237.9 170.898  -184.2
171.094  -168.0 171.094  -113.2
171.289  -117.7 171.289   -62.7
171.484   -27.4 171.484    28.9
171.680     0.8 171.680    53.4
171.875    90.4 171.875   145.9
172.070   143.6 172.070   182.5
172.266   213.9 172.266   255.3
172.461   239.9 172.461   282.3
172.656   300.4 172.656   333.6
172.852   335.5 172.852   364.9
173.047   388.9 173.047   411.7
173.242   407.2 173.242   425.8
173.438   441.5 173.438   452.4
173.633   452.8 173.633   458.8
173.828   471.3 173.828   475.5
174.023   480.1 174.023   479.1
174.219   484.2 174.219   473.5
174.414   481.2 174.414   467.6
174.609   465.7 174.609   445.8
174.805   457.2 174.805   433.3
175.000   426.5 175.000   394.0
175.195   408.2 175.195   369.9
175.391   356.9 175.391   311.2
175.586   324.2 175.586   281.7
175.781   254.8 175.781   199.0
175.977   209.5 175.977   157.0
176.172   131.5 176.172    77.0
176.367    96.6 176.367    42.6
176.562    15.7 176.562   -44.8
176.758   -25.7 176.758   -78.4
176.953  -107.8 176.953  -165.1
177.148  -146.5 177.148  -199.5
177.344  -222.9 177.344  -270.9
177.539  -260.6 177.539  -302.9
177.734  -334.4 177.734  -375.6
177.930  -358.1 177.930  -390.5
178.125  -414.5 178.125  -445.8
178.320  -437.4 178.320  -462.7
178.516  -474.3 178.516  -491.6
178.711  -490.3 178.711  -499.9
178.906  -499.9 178.906  -499.9
179.102  -499.9 179.102  -499.9
179.297  -499.9 179.297  -499.9
179.492  -499.9 179.492  -498.5
179.688  -492.4 179.688  -470.7
179.883  -474.7 179.883  -444.8
180.078  -431.3 180.078  -397.5
180.273  -404.9 180.273  -368.0
180.469  -343.1 180.469  -297.1
180.664  -307.0 180.664  -256.2
180.859  -233.2 180.859  -183.8
181.055  -193.3 181.055  -138.3
181.250  -109.3 181.250   -52.6
181.445   -65.8 181.445   -14.7
181.641    13.8 181.641    67.8
181.836    56.7 181.836   108.3
182.031   141.0 182.031   184.9
182.227   172.2 182.227   221.1
182.422   251.5 182.422   290.4
182.617   275.0 182.617   309.4
182.812   340.9 182.812   371.4
183.008   363.5 183.008   386.1
183.203   415.6 183.203   431.8
183.398   432.1 183.398   446.0
183.594   457.7 183.594   466.8
183.789   470.7 183.789   474.5
183.984   480.3 183.984   477.1
184.180   482.8 184.180   476.7
184.375   477.2 184.375   465.8
184.570   471.0 184.570   453.3
184.766   445.6 184.766   419.4
184.961   433.9 184.961   404.1
185.156   393.4 185.156   351.0
185.352   363.5 185.352   320.7
185.547   302.9 185.547   258.1
185.742   278.7 185.742   231.7
185.938   204.9 185.938   156.6
186.133   164.0 186.133   116.1
186.328    88.4 186.328    29.9
186.523    51.2 186.523    -5.8
186.719   -33.3 186.719   -89.9
186.914   -79.0 186.914  -132.5
187.109  -169.0 187.109  -223.2
187.305  -192.2 187.305  -239.5
187.500  -274.5 187.500  -316.2
187.695  -301.6 187.695  -342.6
187.891  -366.7 187.891  -401.0
188.086  -391.5 188.086  -418.6
188.281  -440.1 188.281  -464.7
188.477  -460.8 188.477  -484.8
188.672  -495.0 188.672  -499.9
188.867  -499.9 188.867  -499.9
189.062  -499.9 189.062  -499.9
189.258  -499.9 189.258  -499.9
189.453  -499.9 189.453  -492.7
189.648  -498.8 189.648  -478.8
189.844  -470.0 189.844  -442.6
190.039  -446.7 190.039  -413.6
190.234  -398.6 190.234  -362.9
190.430  -375.3 190.430  -329.7
190.625  -309.2 190.625  -258.6
190.820  -265.2 190.820  -216.6
191.016  -185.0 191.016  -131.0
191.211  -150.6 191.211   -94.3
191.406   -70.8 191.406   -19.4
191.602   -24.5 191.602    27.7
191.797    66.5 191.797   117.3
191.992   101.3 191.992   149.0
192.188   170.6 192.188   214.3
192.383   213.4 192.383   252.0
192.578   289.3 192.578   323.3
192.773   308.8 192.773   343.0
192.969   366.3 192.969   389.2
193.164   393.2 193.164   416.5
193.359   430.2 193.359   447.2
193.555   443.6 193.555   455.4
193.750   469.6 193.750   473.7
193.945   478.4 193.945   477.4
194.141   484.9 194.141   477.5
194.336   483.7 194.336   473.4
194.531   473.1 194.531   455.3
194.727   462.7 194.727   441.9
194.922   436.3 194.922   406.3
195.117   419.3 195.117   388.8
195.312   371.5 195.312   325.2
195.508   342.5 195.508   302.6
195.703   281.1 195.703   229.0
195.898   245.7 195.898   195.7
196.094   171.1 196.094   114.1
196.289   125.6 196.289    76.3
196.484    50.1 196.484    -9.3
196.680     4.7 196.680   -48.0
196.875   -80.0 196.875  -137.4
197.070  -126.5 197.070  -182.5
197.266  -205.2 197.266  -257.2
197.461  -238.9 197.461  -281.9
197.656  -309.2 197.656  -353.0
197.852  -345.9 197.852  -380.8
198.047  -404.9 198.047  -437.3
198.242  -429.1 198.242  -452.1
198.438  -467.5 198.438  -488.4
198.633  -485.9 198.633  -499.9
198.828  -499.9 198.828  -499.9
199.023  -499.9 199.023  -499.9
199.219  -499.9 199.219  -499.9
199.414  -499.9 199.414  -499.9
199.609  -499.9 199.609  -492.5
199.805  -499.9 199.805  -471.0
Event #8 ----------------------
  t1[ns]  u1[mV]  t2[ns] u2[mV]
  0.000  -463.5   0.000  -425.0
  0.195  -402.5   0.195  -365.0
  0.391  -376.4   0.391  -334.5
  0.586  -311.4   0.586  -259.3
  0.781  -265.7   0.781  -211.5
  0.977  -196.0   0.977  -142.0
  1.172  -143.9   1.172   -93.0
  1.367   -70.5   1.367   -13.1
  1.562   -22.2   1.562    26.2
  1.758    60.9   1.758   109.1
  1.953    96.2   1.953   144.2
  2.148   181.2   2.148   223.1
  2.344   225.2   2.344   263.2
  2.539   284.1   2.539   319.5
  2.734   317.6   2.734   346.7
  2.930   362.0   2.930   387.7
  3.125   393.4   3.125   410.6
  3.320   423.4   3.320   438.0
  3.516   441.6   3.516   453.9
  3.711   468.1   3.711   472.9
  3.906   475.6   3.906   477.9
  4.102   482.6   4.102   476.0
  4.297   482.6   4.297   473.2
  4.492   475.1   4.492   458.2
  4.688   463.9   4.688   444.2
  4.883   437.6   4.883   407.3
  5.078   420.9   5.078   389.3
  5.273   375.8   5.273   334.8
  5.469   342.4   5.469   296.2
  5.664   296.8   5.664   250.2
  5.859   255.9   5.859   207.9
  6.055   186.3   6.055   133.1
  6.250   145.1   6.250    90.9
  6.445    68.4   6.445     3.0
  6.641     8.9   6.641   -42.8
  6.836   -57.7   6.836  -111.3
  7.031  -107.7   7.031  -159.6
  7.227  -171.9   7.227  -227.5
  7.422  -230.2   7.422  -271.1
  7.617  -283.1   7.617  -329.9
  7.812  -327.3   7.812  -362.5
  8.008  -372.1   8.008  -407.0
  8.203  -409.7   8.203  -435.7
  8.398  -443.5   8.398  -468.4
  8.594  -471.2   8.594  -487.8
  8.789  -491.5   8.789  -499.9
  8.984  -499.9   8.984  -499.9
  9.180  -499.9   9.180  -499.9
  9.375  -499.9   9.375  -499.9
  9.570  -499.9   9.570  -494.0
  9.766  -499.9   9.766  -479.4
  9.961  -467.4   9.961  -434.7
 10.156  -425.8  10.156  -390.3
 10.352  -390.6  10.352  -348.5
 10.547  -364.8  10.547  -319.5
 10.742  -310.7  10.742  -258.8
 10.938  -264.0  10.938  -209.9
 11.133  -174.7  11.133  -123.6
 11.328  -137.9  11.328   -81.6
 11.523   -42.7  11.523    10.7
 11.719     1.2  11.719    54.4
 11.914   112.2  11.914   160.4
 12.109   119.1  12.109   162.1
 12.305   202.4  12.305   248.6
 12.500   238.7  12.500   284.2
 12.695   303.6  12.695   334.9
 12.891   324.5  12.891   356.2
 13.086   375.3  13.086   396.7
 13.281   396.8  13.281   416.7
 13.477   432.1  13.477   446.8
 13.672   447.2  13.672   457.5
 13.867   470.7  13.867   472.7
 14.062   478.6  14.062   479.6
 14.258   485.9  14.258   477.7
 14.453   483.8  14.453   474.0
 14.648   472.9  14.648   454.2
 14.844   468.4  14.844   448.7
 15.039   440.5  15.039   410.0
 15.234   424.1  15.234   394.6
 15.430   373.1  15.430   332.7
 15.625   349.2  15.625   309.7
 15.820   291.1  15.820   242.5
 16.016   252.1  16.016   203.0
 16.211   165.0  16.211   109.9
 16.406   139.8  16.406    82.1
 16.602    52.6  16.602    -7.1
 16.797    10.6  16.797   -46.1
 16.992   -77.5  16.992  -132.5
 17.188  -111.5  17.188  -167.2
 17.383  -181.3  17.383  -230.3
 17.578  -232.6  17.578  -275.6
 17.773  -296.2  17.773  -338.6
 17.969  -322.2  17.969  -363.0
 18.164  -386.8  18.164  -418.5
 18.359  -408.0  18.359  -439.8
 18.555  -459.4  18.555  -477.4
 18.750  -474.3  18.750  -486.2
 18.945  -497.1  18.945  -499.9
 19.141  -499.9  19.141  -499.9
 19.336  -499.9  19.336  -499.9
 19.531  -499.9  19.531  -499.9
 19.727  -499.9  19.727  -483.3
 19.922  -484.8  19.922  -459.9
 20.117  -458.0  20.117  -425.0
 20.312  -436.0  20.312  -404.0
 20.508  -378.3  20.508  -335.7
 20.703  -343.4  20.703  -295.9
 20.898  -276.0  20.898  -221.8
 21.094  -239.0  21.094  -189.3
 21.289  -168.6  21.289  -108.5
 21.484  -112.4  21.484   -58.8
 21.680   -21.3  21.680    29.3
 21.875    20.6  21.875    69.2
 22.070   104.3  22.070   154.6
 22.266   151.0  22.266   191.2
 22.461   214.0  22.461   261.0
 22.656   249.5  22.656   292.0
 22.852   309.1  22.852   342.3
 23.047   344.4  23.047   371.4
 23.242   396.6  23.242   414.6
 23.438   410.8  23.438   428.6
 23.633   448.7  23.633   457.1
 23.828   462.5  23.828   468.9
 24.023   476.7  24.023   477.3
 24.219   480.8  24.219   477.8
 24.414   483.0  24.414   472.5
 24.609   478.5  24.609   465.0
 24.805   462.2  24.805   441.2
 25.000   453.0  25.000   429.6
 25.195   417.3  25.195   383.7
 25.391   394.5  25.391   359.7
 25.586   334.6  25.586   287.7
 25.781   315.8  25.781   270.2
 25.977   248.3  25.977   193.4
 26.172   205.6  26.172   152.8
 26.367   126.0  26.367    69.2
 26.562    92.4  26.562    36.1
 26.758     9.7  26.758   -48.2
 26.953   -32.6  26.953   -89.6
 27.148  -132.8  27.148  -185.6
 27.344  -155.9  27.344  -207.3
 27.539  -227.8  27.539  -281.7
 27.734  -270.2  27.734  -313.3
 27.930  -340.1  27.930  -377.6
 28.125  -369.1  28.125  -400.9
 28.320  -419.9  28.320  -449.0
 28.516  -444.1  28.516  -466.5
 28.711  -484.7  28.711  -499.9
 28.906  -495.4  28.906  -499.9
 29.102  -499.9  29.102  -499.9
 29.297  -499.9  29.297  -499.9
 29.492  -499.9  29.492  -499.9
 29.688  -499.9  29.688  -491.0
 29.883  -489.6  29.883  -466.9
 30.078  -469.2  30.078  -440.0
 30.273  -423.4  30.273  -384.4
 30.469  -404.6  30.469  -367.1
